businessname,dbaname,address,city,state,zip,descript,dayphn_cleaned,latitude,longitude
FOREST HILLS PIZZA,,3722 Washington,Jamaica Plain,MA,02130,Eating & Drinking w/ Take Out,6033770078.0,42.29998622866153,-71.11327129020745
For Five,,450 Brookline,Boston,MA,02215,Eating & Drinking w/ Take Out,0.0,,
For Five Coffee Roasters,,200 State,Boston,MA,02109,Eating & Drinking w/ Take Out,9176932871.0,42.3600300002316,-71.05319000068395
Formaggio Kitchen,,268 Shawmut,Roxbury,MA,02118,Eating & Drinking w/ Take Out,6173506996.0,42.34310999964526,-71.0686200008554
Fornax Bread,,27 Corinth,Roslindale,MA,02131,Eating & Drinking w/ Take Out,6173258852.0,42.28612843739211,-71.12993840747576
Fort Hill Bar & Grill,,2801 Washington,Roxbury,MA,02119,Eating & Drinking,6176424262.0,42.321683023165505,-71.09216832336531
Four Seasons,,1 Dalton,Boston,MA,02115,Eating & Drinking,6173774888.0,42.34575371386298,-71.08401153537174
Four Seasons Hotel Boston,,200 Boylston,Boston,MA,02116,Eating & Drinking,3384400000.0,42.35220999974208,-71.06809000143377
Four Seasons Hotel Boston Lounge,,200 Boylston,Boston,MA,02116,Eating & Drinking,6173384400.0,42.35221204705816,-71.06795101316831
Fox and Flight,,100 Terminal A,East Boston,MA,02128,Eating & Drinking,,42.36449000033483,-71.02225000068903
Foxhole,,269 Newbury,Boston,MA,02116,Eating & Drinking,7815201428.0,42.349544000831784,-71.08356500186807
Fox & The Knife,,28 Broadway,South Boston,MA,02127,Eating & Drinking,6177668630.0,42.34272657396128,-71.0565191093999
Franciscan Children's Cafe,,30 Warren,Allston,MA,02134,Eating & Drinking,6172543800.0,42.35006188257923,-71.1435512485019
Franciscan Children's Hospital/Dunkin Donuts,,30 Warren,Allston,MA,02134,Eating & Drinking w/ Take Out,6172543800.0,42.35006188257923,-71.1435512485019
FRANKLIN CAFE,,278 Shawmut,Roxbury,MA,02118,Eating & Drinking,6173500010.0,42.3429382733942,-71.06889080157299
Freeport Street Cafeteria,,179 Freeport,Dorchester,MA,02122,Eating & Drinking,6176911560.0,42.30375000016781,-71.0545400009898
Frenchie,,560 Tremont,Roxbury,MA,02118,Eating & Drinking,,42.343629999821594,-71.07176000072948
French Quarter,,545 Washington,Boston,MA,02111,Eating & Drinking,6175425555.0,42.35389047651939,-71.06266445102227
Fresh Boston,,232 Old Colony,South Boston,MA,02127,Eating & Drinking w/ Take Out,6173157090.0,42.33231315706444,-71.05329617328604
Fresh Food Generation,,191 Talbot,Dorchester,MA,02124,Eating & Drinking w/ Take Out,6176027185.0,42.292120358762226,-71.07906803975122
Fresh Fuel at Granby Commons,,213 Bay State,Boston,MA,02215,Eating & Drinking,6173532947.0,42.35077176763093,-71.1029316428523
Fresh Monkee,,106 Cambridge,Boston,MA,02114,Eating & Drinking w/ Take Out,6178216759.0,42.361066462661306,-71.06318381341535
Friendship BBQ Allston,,103 Brighton,Allston,MA,02134,Eating & Drinking,9176820038.0,42.353020000151425,-71.1305200014605
Fries Before Guys,,485 Cambridge,Allston,MA,02134,Eating & Drinking w/ Take Out,9496688295.0,42.353799999415976,-71.13733000202886
Frio Rico,,360 Bennington,East Boston,MA,02128,Eating & Drinking w/ Take Out,6178319319.0,42.3798499997405,-71.0265800004596
Fritay Restaurant,,1336 Blue Hill,Mattapan,MA,02126,Eating & Drinking w/ Take Out,6178955877.0,42.27805999987907,-71.09315000077352
Fritay Restaurant,,499B Washington,Dorchester,MA,02124,Eating & Drinking w/ Take Out,6174138732.0,42.29414999990498,-71.07213000145686
Fritay Restaurant,,532 River,Mattapan,MA,02126,Eating & Drinking w/ Take Out,8573647362.0,42.26707003437085,-71.09460961336966
Frog Pond Boston @ Boston Common,,0 Boston Common,Boston,MA,02108,Eating & Drinking w/ Take Out,6176352120.0,,
Fromage,,399 Broadway,South Boston,MA,02127,Eating & Drinking,6173472272.0,42.33703829032948,-71.04851602249227
From Scratch,,2 Tremont,Brighton,MA,02135,Eating & Drinking w/ Take Out,,42.35048999952738,-71.16837200175665
Frosty Freeze,,530 AMER LEGION ,ROSLINDALE,MA,02131,Eating & Drinking w/ Take Out,6175249344.0,42.28603146932157,-71.10895125901646
Froyo World,,157 Harvard,Allston,MA,02134,Eating & Drinking w/ Take Out,6177874000.0,42.35155413710376,-71.13189010739262
Fu Chun Ju,,55 Beach,Boston,MA,02111,Eating & Drinking,8573007449.0,42.351249253298256,-71.06068049072037
Fuel America,,152 Chestnut Hill,Brighton,MA,02135,Eating & Drinking,8607484801.0,42.34144999990882,-71.15433000107039
Fuel America,,805 Columbus,Boston,MA,02120,Eating & Drinking w/ Take Out,6179627114.0,42.33756615223705,-71.08682393669062
Fuful Bakery,,274 Franklin,Boston,MA,02110,Eating & Drinking w/ Take Out,8574982628.0,42.35698288364199,-71.05356714685067
Fuful Bakery-Lower Level,,32 Cambridge,Charlestown,MA,02129,Eating & Drinking w/ Take Out,8574981385.0,42.383569999309664,-71.0743500017016
Fuji at HSP,,100 High,Boston,MA,02110,Eating & Drinking w/ Take Out,6178693222.0,42.354465446258,-71.05529865229609
Fuji at Ink Block,,350 Harrison,Roxbury,MA,02118,Eating & Drinking,6178693222.0,42.34520999982131,-71.06333979469755
Fuller Mental Health Center,,85 Newton,Roxbury,MA,02118,Eating & Drinking,6176268700.0,42.336390000448176,-71.0709700011847
Futago Udon,,512 Park,Boston,MA,02215,Eating & Drinking,6462383617.0,42.34779079092602,-71.10586168379224
Future Chefs,,295 Blue Hill,Dorchester,MA,02121,Eating & Drinking,3393680802.0,42.31415605855171,-71.0793502223362
Gachi Sushi & Noodles,,300 Terminal,East Boston,MA,02128,Eating & Drinking,8045030443.0,,
Ga Ga Seafood Restaurant,,23 Tyler,Boston,MA,02111,Eating & Drinking,,42.350705647859506,-71.06087561865021
GALLERIA UMBERTO,,287 Hanover,Boston,MA,02113,Eating & Drinking w/ Take Out,,42.36372000045514,-71.0542500015743
Galway House,,704 Centre,Jamaica Plain,MA,02130,Eating & Drinking,6146940940.0,42.31156944471928,-71.11418028022055
GAME ON FENWAY PARK,,70 LANSDOWNE,BOSTON,MA,02215,Eating & Drinking,6175232727.0,42.34702403340402,-71.09839030275175
Gangnam Spice,,225 Centre,Jamaica Plain,MA,02130,Eating & Drinking w/ Take Out,2132802639.0,42.3230901127546,-71.09905337611362
GAO Vietnamese Kitchen,,1031 Dorchester,Dorchester,MA,02125,Eating & Drinking,8579999889.0,42.315380000323486,-71.05688000088463
Garden Halal Restaurant,,96 Blackstone,Boston,MA,02108,Eating & Drinking,9787263121.0,42.36149576554584,-71.05640972410292
Gardner Museum Cafe,,2 Palace,Boston,MA,02115,Eating & Drinking,6175661088.0,42.338644146336,-71.09897851313892
Garlic 'N Lemons,,133 HARVARD ,ALLSTON,MA,02134,Eating & Drinking w/ Take Out,,42.35210342900744,-71.13203859233519
Gary's Pizza,,1744 Washington,Roxbury,MA,02118,Eating & Drinking w/ Take Out,6177210377.0,42.33650999997077,-71.0764500012949
Gateway Canteen,,19 Hudson,Boston,MA,02111,Eating & Drinking w/ Take Out,,42.35058847996508,-71.06029102719903
GENE'S CHINESE FLATBREAD CAFE,,86 Bedford,Boston,MA,02111,Eating & Drinking,7816900873.0,42.35349238386782,-71.05966918818238
Genki Ya of Boston,,232 Tremont,Boston,MA,02116,Eating & Drinking w/ Take Out,6173388686.0,42.35124071685913,-71.0647121735674
George Howell Coffee,,408 Newbury,Boston,MA,02115,Eating & Drinking w/ Take Out,9786312040.0,42.34789104439996,-71.08851041712063
George Howell Coffee,,505 Washington,Boston,MA,02111,Eating & Drinking,9786359033.0,42.354662028688345,-71.06168472997265
George Howell Coffee - Terminal E,,1 Harborside,East Boston,MA,02128,Eating & Drinking w/ Take Out,7742842049.0,42.36340869696607,-71.02569880822675
Ghost Light Tavern,,253 Tremont,Boston,MA,02116,Eating & Drinking,6173381000.0,42.35043999992145,-71.06535000101759
Ghost Pepper,,120 Savin Hill,Dorchester,MA,02125,Eating & Drinking,6174367676.0,42.311633000564655,-71.05331800104655
Giacomo's Ristorante,,353 Hanover,Boston,MA,02113,Eating & Drinking,6175930777.0,42.36455764912286,-71.05343913439937
Gifu Teriyaki and Sushi,,705 Massachusetts,Roxbury,MA,02118,Eating & Drinking w/ Take Out,,42.33487000061346,-71.07545000136209
Gigantic Wonton,,170 Brighton,Allston,MA,02134,Eating & Drinking,,42.35290222520813,-71.13298103754552
Gigi,,431 Columbus,Boston,MA,02116,Eating & Drinking,6175365723.0,42.34407400010827,-71.07781200102804
Gillette Cafeteria,,1 Gillette,South Boston,MA,02127,Eating & Drinking,0.0,42.343907232334296,-71.05669948634188
Ginger Exchange,,1625 Tremont,Roxbury,MA,02120,Eating & Drinking,,42.33391999965609,-71.10354000153066
Glasser Coffee Company,,589 Washington,Brighton,MA,02135,Eating & Drinking w/ Take Out,7817896076.0,42.35051000036461,-71.16563000071396
Glass Slipper,,22 Lagrange,Boston,MA,02116,Eating & Drinking,6173382290.0,42.35143400044202,-71.06327800053715
Glenn's Kreme & Kone,,308 Congress,Boston,MA,02210,Eating & Drinking w/ Take Out,,42.351519697254616,-71.0498557234471
Gluten Friendly,,4 Jersey,Boston,MA,02215,Eating & Drinking w/ Take Out,7742054363.0,42.34673007807398,-71.0986629781914
GM1,,4 Jersey,Boston,MA,02215,Eating & Drinking w/ Take Out,6175366683.0,42.34673007807398,-71.0986629781914
Gogo Ya,,201 Brookline,Boston,MA,02215,Eating & Drinking w/ Take Out,,42.34486239691058,-71.10160474147757
Golden House,,4403 Washington,Roslindale,MA,02131,Eating & Drinking w/ Take Out,6173238239.0,42.28170995735352,-71.13345248791124
Gongcha,,40 Harrison,Boston,MA,02111,Eating & Drinking w/ Take Out,6175744870.0,42.35159985699556,-71.06099622702814
Gongcha,,700 Atlantic,Boston,MA,02111,Eating & Drinking w/ Take Out,8573105911.0,42.35204827404688,-71.0551747507777
Gong Cha,,1472 Dorchester,Dorchester,MA,02122,Eating & Drinking w/ Take Out,6172975126.0,42.30073999988521,-71.05978000141704
Gong Cha,,154 Harvard,Allston,MA,02134,Eating & Drinking,6172088561.0,42.351717404236055,-71.13146001445396
Gong Cha,,175 Cambridge,Boston,MA,02114,Eating & Drinking w/ Take Out,,42.36211000033981,-71.06588000116895
Gong Cha,,270 Newbury,Boston,MA,02116,Eating & Drinking w/ Take Out,6172088249.0,42.349139999617336,-71.08335000209976
Gong Cha,,281 Huntington,Boston,MA,02115,Eating & Drinking,,42.34198749138889,-71.08645988228632
Gong Cha,,912 Beacon,Boston,MA,02215,Eating & Drinking w/ Take Out,,42.346680000443605,-71.10618000176115
Gopchong Story,,973 Commonwealth,Boston,MA,02215,Eating & Drinking,6179218999.0,42.351989999586074,-71.11969000155715
Gordon Ramsay Burger-1st floor,,99 Blackstone,Boston,MA,02109,Eating & Drinking,6172638610.0,42.36153010789868,-71.05578130357185
Goulston & Storrs Cafe (25th Fl.),,1 Post Office,Boston,MA,02110,Eating & Drinking,6174231430.0,42.35679785015295,-71.05498123792066
Goulston & Storrs Catering (26th Fl.),,1 Post Office,Boston,MA,02110,Eating & Drinking,6174231430.0,42.35679785015295,-71.05498123792066
Gourmet Fish,,2 Fairmount,Hyde Park,MA,02136,Eating & Drinking w/ Take Out,7814374151.0,42.2558400000163,-71.12089000132265
Gourmet Kreyol,,1210 Blue Hill,Mattapan,MA,02126,Eating & Drinking w/ Take Out,8572331624.0,42.28282345570842,-71.09147170855366
Grace by Nia,,23 Northern,Boston,MA,02210,Eating & Drinking,,42.353425169987005,-71.0476118790756
Gracenote Coffee,,108 Lincoln,Boston,MA,02111,Eating & Drinking w/ Take Out,2076102911.0,42.35151999962161,-71.05806000087489
Grace Note Coffee,,100 High,Boston,MA,02110,Eating & Drinking w/ Take Out,,42.354465446258,-71.05529865229609
Granary Tavern,,168 Milk,Boston,MA,02109,Eating & Drinking,6174517400.0,42.35872715097858,-71.05260415589572
Grasshopper Vegan Restaurant,,1 Brighton,Allston,MA,02134,Eating & Drinking w/ Take Out,6172548883.0,42.3523999999716,-71.1253300014931
Gray's Hall,,615 Broadway,South Boston,MA,02127,Eating & Drinking,,42.33538051587065,-71.03973874971744
GREAT BARBECU INC.,,15 Hudson,Boston,MA,02111,Eating & Drinking w/ Take Out,6177288699.0,42.350739999827795,-71.0602300012139
Great Chef,,390 Chelsea,East Boston,MA,02128,Eating & Drinking w/ Take Out,6173086336.0,42.37949330279169,-71.02791047002252
Great Taste Bakery and Restaurant,,61 Beach,Boston,MA,02111,Eating & Drinking,6174268899.0,42.351149999980464,-71.06025000120111
Great Wok,,1284 Massachusetts,Dorchester,MA,02125,Eating & Drinking w/ Take Out,6172881078.0,42.32103000018223,-71.06171000084018
GreCo,,1 Milk,Boston,MA,02108,Eating & Drinking,6179704054.0,42.35679400042389,-71.0586300015701
Gre.Co,,200 Pier 4,Boston,MA,02210,Eating & Drinking,6179704054.0,42.352007953269535,-71.04255903773247
Gre.Co,,225 Newbury,Boston,MA,02116,Eating & Drinking w/ Take Out,6175723300.0,42.35003000014843,-71.08169000146418
GreCo- K11,,80 Causeway,Boston,MA,02114,Eating & Drinking w/ Take Out,6175723300.0,42.36553349531547,-71.06185622592876
GREEN DRAGON TAVERN,,11 Marshall,Boston,MA,02108,Eating & Drinking,6173670055.0,42.36146997913989,-71.0568391158861
Green Haus Cafe,,1520 Tremont,Mission Hill,MA,02120,Eating & Drinking w/ Take Out,6178210527.0,42.332210000004544,-71.09977000133588
GREENHILLS BAKERY,,780 Adams,Dorchester,MA,02122,Eating & Drinking w/ Take Out,6178258188.0,42.2832581400526,-71.0554289360436
Greenhouse Kitchen,,435 Faneuil,Brighton,MA,02135,Eating & Drinking,,42.35122100053973,-71.16835000171987
Green T Coffee Shop,,873 South,Roslindale,MA,02131,Eating & Drinking w/ Take Out,6173905777.0,42.28894999981572,-71.13389000166644
Greystone Cafe  Bakery  and Provisions,,123 Appleton,Boston,MA,02116,Eating & Drinking,,42.3452921343728,-71.07463062936748
GRILL 23 AND BAR,,161 Berkeley,Boston,MA,02116,Eating & Drinking,6175422255.0,42.34940314482771,-71.0719116032558
Growl Growl Hot Pot,,48 Winter,Boston,MA,02111,Eating & Drinking,6179826123.0,42.355863979184754,-71.06189896417312
GrubStreet,,50 Liberty,Boston,MA,02210,Eating & Drinking,6176950075.0,42.35416623030651,-71.04466652705202
Guckenheimer Services @ Athenahealth Boston (Hospitality Pantry 3rd floor),,80 Guest,Brighton,MA,02135,Eating & Drinking w/ Take Out,,42.35697046903908,-71.14408598594866
Guira and Tambora Restaurant,,4014 Washington,Roslindale,MA,02131,Eating & Drinking,6173277555.0,42.29182699993216,-71.12215700147787
Gyro City,,167 Chestnut Hill,Brighton,MA,02135,Eating & Drinking,,42.34186700026138,-71.15456600113562
Gyroscope/Sprout/Bos Hse of Pizza,,305 Huntington,Boston,MA,02115,Eating & Drinking,6177555547.0,42.34127399927208,-71.08733600057279
Gyrotheory,,354 Chestnut Hill,Brighton,MA,02135,Eating & Drinking w/ Take Out,6173835749.0,42.336867242888985,-71.1513161523438
Gyu Kaku,,21 District,Dorchester,MA,02125,Eating & Drinking,3102149572.0,42.32572375144032,-71.0622261670595
HABANERO MEXICAN GRILL  INC.,,166 Brighton,Allston,MA,02134,Eating & Drinking w/ Take Out,6172540299.0,42.35290177644457,-71.13284045659657
Habibi's Lounge,,1213 Commonwealth,Allston,MA,02134,Eating & Drinking,6172302173.0,42.350810000181944,-71.13072400072336
Haju Kitchen,,175 Massachusetts,Boston,MA,02115,Eating & Drinking,6179827118.0,42.34582999974855,-71.08737000132624
Halal Indian Cuisine,,736 Huntington,Mission Hill,MA,02120,Eating & Drinking,6172325000.0,42.33373906821051,-71.1052908717493
haley henry wine bar,,45 Province,Boston,MA,02108,Eating & Drinking,6179809823.0,42.35731511140588,-71.05987646760454
Haley Janes,,100 High,Boston,MA,02110,Eating & Drinking w/ Take Out,6178178969.0,42.354465446258,-71.05529865229609
Halftime Pizza,,115 Causeway,Boston,MA,02114,Eating & Drinking,6177204578.0,42.3650548142996,-71.06140977278137
Hampshire House Butcher Block,,84 Beacon,Boston,MA,02108,Eating & Drinking,6172279600.0,42.35598172847005,-71.07129925908866
Hampton Inn Pantry,,15 Terminal,Boston,MA,02210,Eating & Drinking,,42.3443510894485,-71.03768098458613
HAMPTON INN & SUITES BOSTON,,811 Massachusetts,Roxbury,MA,02119,Eating & Drinking,4456400.0,42.33268523761584,-71.07292171586668
HAN,,186 Harvard,Allston,MA,02134,Eating & Drinking,6176698383.0,42.35100279364647,-71.13110163036842
Hanmaru,,164 Harvard,Allston,MA,02134,Eating & Drinking,6177797907.0,,
Hao Shi Guang,,48 Harvard,Allston,MA,02134,Eating & Drinking,8574179374.0,42.35451999966611,-71.13228000123604
Happy Lamb Hot Pot,,130 Brighton,Allston,MA,02134,Eating & Drinking,,42.352760000583245,-71.13185000148404
Happy Lamb Mongolian Hot Pot,,693 Washington,Boston,MA,02116,Eating & Drinking,8586882737.0,42.35113652122679,-71.06313500237495
Happy Lemon,,3193 Washington,Jamaica Plain,MA,02130,Eating & Drinking w/ Take Out,8573174715.0,42.31283445253018,-71.1014786816264
Happy Lemon,,417 Washington,Boston,MA,02108,Eating & Drinking w/ Take Out,6462621130.0,42.35582000026472,-71.06040000106957
Harbourvest Cafe 35th Fl.,,1 Lincoln,Boston,MA,02111,Eating & Drinking w/ Take Out,6173047349.0,42.35288599964905,-71.05869500042084
Harbourvest Cafe 36th Fl.,,1 Lincoln,Boston,MA,02111,Eating & Drinking,6173047349.0,42.35288599964905,-71.05869500042084
Hare Krishna Food For Life,,72 COMMONWEALTH ,BOSTON,MA,02116,Eating & Drinking,2478611.0,42.35229086547263,-71.07497942554616
Harp & Bard,,1097 Dorchester,Dorchester,MA,02125,Eating & Drinking,6172652893.0,42.313066254654125,-71.05742936957772
Harpoon,,100 Terminal,East Boston,MA,02128,Eating & Drinking,,42.364539860564015,-71.02181743285618
Harpoon Brewery Beer Hall,,306 Northern,Boston,MA,02210,Eating & Drinking,6175749551.0,42.346919005260915,-71.03415791305832
HARRISON CAFE @ BOS. W & S,,924 Harrison,Roxbury,MA,02119,Eating & Drinking,6179099143.0,42.332619000161856,-71.07752200045674
Harry's All American Breakfast,,1410 Centre,Roslindale,MA,02131,Eating & Drinking,6173279256.0,42.293940000293006,-71.13618000127202
Harry's Bar & Grill,,1430 Commonwealth,Allston,MA,02135,Eating & Drinking,6172545151.0,42.34916373827367,-71.13959127599698
HARVARD BUS./ALDRICH HALL,,35 Harvard,Boston,MA,02163,Eating & Drinking,6173845825.0,42.3659023086168,-71.1220638509171
HARVARD BUS./BAKER FACULTY,,25 Harvard,Boston,MA,02163,Eating & Drinking,6173845825.0,42.36645301898576,-71.12281097748972
HARVARD CLUB OF BOSTON,,374 Commonwealth,Boston,MA,02215,Eating & Drinking,5361260.0,42.348637637997626,-71.08902578296491
Harvard Gardens,,310 Cambridge,Boston,MA,02114,Eating & Drinking,6175232727.0,42.36093000047147,-71.06901000177335
HARVARD SCHOOL-PUBLIC HEALTH,,677 HUNTINGTON ,BOSTON,MA,02115,Eating & Drinking,4955556.0,42.3352944827039,-71.10275875872483
Harvard Stadium Stand #2,,65 NORTH HARVARD,ALLSTON,MA,02134,Eating & Drinking w/ Take Out,8642482011.0,,
Harvard Stadium Stand #3,,65 NORTH HARVARD,ALLSTON,MA,02134,Eating & Drinking w/ Take Out,8642482011.0,,
Harvard Stadium Stand #4,,65 NORTH HARVARD,ALLSTON,MA,02134,Eating & Drinking w/ Take Out,8642482011.0,,
Harvest Cloud Cafe-Lowel level,,32 Cambridge,Charlestown,MA,02129,Eating & Drinking w/ Take Out,6178776330.0,42.383569999309664,-71.0743500017016
Hava (basement at Wilbur Theatre),,246 Tremont,Boston,MA,02116,Eating & Drinking,6172016996.0,42.35068816027224,-71.06466870400052
HEBREW REHAB CENTER,,1200 Centre,Roslindale,MA,02131,Eating & Drinking,6173638902.0,42.29668108433978,-71.13073385090792
Hebrew Rehab Center 6th. Fl.,,1200 Centre,Roslindale,MA,02131,Eating & Drinking,6173638000.0,42.29668108433978,-71.13073385090792
Heidi's House of Coffee,,350 Longwood,Boston,MA,02115,Eating & Drinking w/ Take Out,,42.33817999970623,-71.10648000164196
Hello Yummy,,1 Brighton,Allston,MA,02134,Eating & Drinking w/ Take Out,,42.352411055760506,-71.12532952455528
Hemlock Grill,,420 West,Hyde Park,MA,02136,Eating & Drinking,2155345247.0,42.268410000210054,-71.13288000190381
HENNESSY'S OF BOSTON,,25 Union,Boston,MA,02108,Eating & Drinking,6177422121.0,42.36101400037627,-71.05673100146473
Hey! I am Yogost,,147 Brighton,Allston,MA,02134,Eating & Drinking w/ Take Out,5089818799.0,42.35316999966545,-71.13174000124849
Hey Tea,,162 Harvard,Allston,MA,02134,Eating & Drinking w/ Take Out,,42.35158007243095,-71.13142012003462
Hey Tea,,223 Newbury,Boston,MA,02116,Eating & Drinking w/ Take Out,4244808848.0,42.35005000075842,-71.08161000176777
Hibachi2U,,1724 Dorchester,Dorchester,MA,02124,Eating & Drinking w/ Take Out,9735661360.0,42.29113000028642,-71.06262000115156
HIDDEN KITCHEN,,535 Albany,Roxbury,MA,02118,Eating & Drinking,6174261544.0,42.338403173088494,-71.06693917323125
Hills Deli,,3696 Washington,Jamaica Plain,MA,02130,Eating & Drinking,3253523.0,42.30064000027205,-71.11270000064172
